InitialMass,MeltTemp,EndState,FinalMass,FinalAlt,FinalVel,FinalLat,FinalLon
190,1300,impact,56.771,0,0.017,-30.434,28.398
190,1310,impact,60.421,0,0.017,-30.368,28.416
190,1320,impact,64.225,0,0.018,-30.304,28.434
190,1330,impact,68.186,0,0.018,-30.242,28.45
190,1340,impact,72.306,0,0.019,-30.182,28.467
190,1350,impact,76.588,0,0.02,-30.123,28.482
190,1360,impact,81.036,0,0.02,-30.067,28.498
190,1370,impact,85.654,0,0.021,-30.012,28.512
190,1380,impact,90.445,0,0.021,-29.959,28.527
190,1390,impact,95.386,0,0.022,-29.908,28.54
195,800,demise,0.024,85.027,2.752,-31.922,27.973
195,810,demise,0.056,84.718,2.922,-31.782,28.01
195,820,demise,0.084,84.405,2.972,-31.643,28.048
195,830,demise,0.118,84.089,3.009,-31.505,28.085
195,840,demise,0.161,83.765,3.008,-31.366,28.122
195,850,demise,0.216,83.434,2.99,-31.228,28.158
195,860,demise,0.277,83.105,3.064,-31.093,28.194
195,870,demise,0.369,82.77,3.095,-30.958,28.23
195,880,demise,0.478,82.427,3.112,-30.823,28.265
195,890,demise,0.61,82.076,3.108,-30.688,28.3
195,900,demise,0.757,81.723,3.133,-30.555,28.335
195,910,demise,0.942,81.351,3.104,-30.42,28.37
195,920,demise,1.143,80.992,3.127,-30.29,28.404
195,930,demise,1.373,80.63,3.155,-30.162,28.437
195,940,demise,1.659,80.234,3.1,-30.028,28.471
195,950,demise,1.932,79.889,3.184,-29.909,28.502
195,960,demise,2.245,79.541,3.254,-29.791,28.532
195,970,demise,2.599,79.188,3.311,-29.674,28.561
195,980,demise,2.996,78.83,3.357,-29.558,28.591
195,990,demise,3.439,78.467,3.393,-29.443,28.62
195,1000,demise,3.931,78.099,3.42,-29.33,28.649
195,1010,impact,4.474,0,0.005,-28.591,28.744
195,1020,impact,5.073,0,0.005,-28.454,28.781
195,1030,impact,5.731,0,0.005,-28.32,28.817
195,1040,impact,6.452,0,0.006,-28.188,28.852
195,1050,impact,7.241,0,0.006,-28.059,28.886
195,1060,impact,8.099,0,0.006,-27.933,28.92
195,1070,impact,9.016,0,0.007,-27.811,28.952
195,1080,impact,10.013,0,0.007,-27.691,28.983
195,1090,impact,11.096,0,0.007,-27.574,29.014
195,1100,impact,12.272,0,0.008,-27.459,29.044
195,1110,impact,13.517,0,0.008,-27.348,29.072
195,1120,impact,14.857,0,0.009,-27.239,29.1
195,1130,impact,16.308,0,0.009,-27.132,29.128
195,1140,impact,17.833,0,0.009,-27.029,29.154
195,1150,impact,19.477,0,0.01,-26.927,29.18
195,1160,impact,21.218,0,0.01,-26.829,29.205
195,1170,impact,23.074,0,0.011,-26.733,29.229
195,1180,impact,25.037,0,0.011,-26.639,29.253
195,1190,impact,27.131,0,0.012,-26.548,29.276
195,1200,impact,29.326,0,0.012,-26.459,29.298
195,1210,impact,31.662,0,0.013,-26.372,29.32
195,1220,impact,34.122,0,0.013,-26.288,29.341
195,1230,impact,36.703,0,0.013,-26.206,29.361
195,1240,impact,39.427,0,0.014,-26.126,29.381
195,1250,impact,42.295,0,0.014,-26.048,29.4
195,1260,impact,45.296,0,0.015,-25.972,29.419
195,1270,impact,48.434,0,0.016,-25.899,29.437
195,1280,impact,51.722,0,0.016,-25.827,29.454
195,1290,impact,55.161,0,0.017,-25.758,29.471
195,1300,impact,58.753,0,0.017,-25.691,29.488
195,1310,impact,62.5,0,0.018,-25.625,29.504
195,1320,impact,66.406,0,0.018,-25.561,29.519
195,1330,impact,70.471,0,0.019,-25.5,29.534
195,1340,impact,74.699,0,0.019,-25.44,29.549
195,1350,impact,79.094,0,0.02,-25.382,29.563
195,1360,impact,83.657,0,0.02,-25.326,29.576
195,1370,impact,88.392,0,0.021,-25.272,29.59
195,1380,impact,93.278,0,0.022,-25.219,29.602
195,1390,impact,98.34,0,0.022,-25.168,29.615
200,800,demise,0.036,85.044,2.847,-28.001,28.915
200,810,demise,0.035,84.733,3.072,-27.858,28.95
200,820,demise,0.084,84.408,2.823,-27.712,28.986
200,830,demise,0.123,84.087,2.959,-27.57,29.02
200,840,demise,0.17,83.758,2.99,-27.427,29.054
200,850,demise,0.223,83.425,3.04,-27.286,29.088
200,860,demise,0.29,83.087,3.079,-27.145,29.122
200,870,demise,0.389,82.745,3.116,-27.006,29.155
200,880,demise,0.502,82.399,3.158,-26.868,29.188
200,890,demise,0.634,82.046,3.185,-26.73,29.221
200,900,demise,0.786,81.687,3.212,-26.593,29.253
200,910,demise,0.972,81.325,3.226,-26.458,29.285
200,920,demise,1.189,80.956,3.234,-26.324,29.317
200,930,demise,1.428,80.594,3.273,-26.194,29.347
200,940,demise,1.699,80.221,3.278,-26.064,29.377
200,950,demise,1.997,79.879,3.369,-25.944,29.405
200,960,demise,2.335,79.532,3.443,-25.824,29.433
200,970,demise,2.709,79.048,3.218,-25.677,29.467
200,980,demise,3.115,78.687,3.278,-25.559,29.495
200,990,demise,3.57,78.322,3.327,-25.443,29.521
200,1000,impact,4.077,0,0.004,-24.72,29.598
200,1010,impact,4.639,0,0.005,-24.579,29.633
200,1020,impact,5.258,0,0.005,-24.44,29.667
200,1030,impact,5.939,0,0.005,-24.304,29.701
200,1040,impact,6.684,0,0.006,-24.171,29.733
200,1050,impact,7.499,0,0.006,-24.041,29.765
200,1060,impact,8.384,0,0.006,-23.914,29.796
200,1070,impact,9.332,0,0.007,-23.791,29.826
200,1080,impact,10.362,0,0.007,-23.67,29.855
200,1090,impact,11.479,0,0.007,-23.552,29.883
200,1100,impact,12.689,0,0.008,-23.436,29.911
200,1110,impact,13.981,0,0.008,-23.323,29.937
200,1120,impact,15.36,0,0.009,-23.214,29.963
200,1130,impact,16.849,0,0.009,-23.107,29.989
200,1140,impact,18.431,0,0.01,-23.002,30.013
200,1150,impact,20.115,0,0.01,-22.901,30.037
200,1160,impact,21.919,0,0.01,-22.802,30.06
200,1170,impact,23.819,0,0.011,-22.705,30.082
200,1180,impact,25.85,0,0.011,-22.611,30.104
200,1190,impact,27.989,0,0.012,-22.52,30.125
200,1200,impact,30.256,0,0.012,-22.43,30.146
200,1210,impact,32.661,0,0.013,-22.344,30.166
200,1220,impact,35.174,0,0.013,-22.259,30.185
200,1230,impact,37.833,0,0.014,-22.177,30.204
200,1240,impact,40.637,0,0.014,-22.097,30.223
200,1250,impact,43.567,0,0.015,-22.019,30.24
200,1260,impact,46.639,0,0.015,-21.943,30.258
200,1270,impact,49.861,0,0.016,-21.87,30.274
200,1280,impact,53.234,0,0.016,-21.798,30.291
200,1290,impact,56.761,0,0.017,-21.729,30.306
200,1300,impact,60.442,0,0.017,-21.662,30.321
200,1310,impact,64.279,0,0.018,-21.596,30.336
200,1320,impact,68.275,0,0.018,-21.533,30.351
200,1330,impact,72.433,0,0.019,-21.471,30.364
200,1340,impact,76.754,0,0.02,-21.412,30.378
200,1350,impact,81.243,0,0.02,-21.354,30.391
200,1360,impact,85.902,0,0.021,-21.298,30.403
200,1370,impact,90.735,0,0.021,-21.244,30.415
200,1380,impact,95.745,0,0.022,-21.191,30.427
200,1390,impact,100.915,0,0.022,-21.141,30.438
205,800,demise,0.04,85.221,2.821,-20.934,30.44
205,810,demise,0.052,84.907,3.102,-20.783,30.472
205,820,demise,0.073,84.58,2.851,-20.631,30.504
205,830,demise,0.118,84.252,2.972,-20.481,30.535
205,840,demise,0.16,83.921,3.066,-20.333,30.566
205,850,demise,0.209,83.584,3.128,-20.185,30.597
205,860,demise,0.294,83.249,3.241,-20.04,30.627
205,870,demise,0.39,82.869,2.937,-19.885,30.659
205,880,demise,0.49,82.51,2.981,-19.739,30.689
205,890,demise,0.625,82.153,3.033,-19.596,30.719
205,900,demise,0.779,81.796,3.117,-19.456,30.748
205,910,demise,0.958,81.429,3.172,-19.315,30.776
205,920,demise,1.173,81.06,3.208,-19.177,30.805
205,930,demise,1.418,80.686,3.239,-19.04,30.833
205,940,demise,1.69,80.318,3.284,-18.908,30.86
205,950,demise,1.993,79.978,3.401,-18.784,30.885
205,960,demise,2.335,79.506,3.194,-18.633,30.916
205,970,demise,2.696,79.153,3.284,-18.511,30.94
205,980,demise,3.109,78.795,3.358,-18.391,30.964
205,990,demise,3.574,78.434,3.42,-18.272,30.988
205,1000,impact,4.092,0,0.004,-17.516,31.056
205,1010,impact,4.665,0,0.005,-17.37,31.088
205,1020,impact,5.296,0,0.005,-17.227,31.119
205,1030,impact,5.988,0,0.005,-17.088,31.15
205,1040,impact,6.743,0,0.006,-16.952,31.179
205,1050,impact,7.566,0,0.006,-16.819,31.208
205,1060,impact,8.46,0,0.006,-16.689,31.236
205,1070,impact,9.431,0,0.007,-16.562,31.263
205,1080,impact,10.484,0,0.007,-16.438,31.289
205,1090,impact,11.624,0,0.008,-16.317,31.315
205,1100,impact,12.857,0,0.008,-16.199,31.34
205,1110,impact,14.174,0,0.008,-16.084,31.365
205,1120,impact,15.579,0,0.009,-15.973,31.388
205,1130,impact,17.094,0,0.009,-15.863,31.411
205,1140,impact,18.716,0,0.01,-15.757,31.433
205,1150,impact,20.427,0,0.01,-15.654,31.455
205,1160,impact,22.269,0,0.01,-15.552,31.476
205,1170,impact,24.207,0,0.011,-15.454,31.497
205,1180,impact,26.28,0,0.011,-15.359,31.516
205,1190,impact,28.46,0,0.012,-15.266,31.536
205,1200,impact,30.787,0,0.012,-15.175,31.554
205,1210,impact,33.217,0,0.013,-15.087,31.573
205,1220,impact,35.796,0,0.013,-15.001,31.59
205,1230,impact,38.515,0,0.014,-14.918,31.607
205,1240,impact,41.357,0,0.014,-14.837,31.624
205,1250,impact,44.349,0,0.015,-14.758,31.64
205,1260,impact,47.494,0,0.015,-14.681,31.656
205,1270,impact,50.79,0,0.016,-14.607,31.671
205,1280,impact,54.222,0,0.016,-14.534,31.686
205,1290,impact,57.812,0,0.017,-14.464,31.7
205,1300,impact,61.561,0,0.018,-14.396,31.714
205,1310,impact,65.471,0,0.018,-14.33,31.727
205,1320,impact,69.545,0,0.019,-14.266,31.74
205,1330,impact,73.784,0,0.019,-14.204,31.753
205,1340,impact,78.191,0,0.02,-14.144,31.765
205,1350,impact,82.77,0,0.02,-14.085,31.777
205,1360,impact,87.523,0,0.021,-14.029,31.788
205,1370,impact,92.441,0,0.021,-13.974,31.799
205,1380,impact,97.528,0,0.022,-13.922,31.81
205,1390,impact,102.796,0,0.023,-13.871,31.82
210,800,demise,0.032,85.535,2.725,-9.234,32.631
210,810,demise,0.036,85.219,3.16,-9.074,32.66
210,820,demise,0.07,84.89,2.991,-8.913,32.689
210,830,demise,0.102,84.561,3.145,-8.755,32.718
210,840,demise,0.14,84.215,2.899,-8.594,32.747
210,850,demise,0.197,83.876,3.042,-8.439,32.775
210,860,demise,0.26,83.52,3.022,-8.281,32.803
210,870,demise,0.353,83.186,3.264,-8.132,32.83
210,880,demise,0.46,82.795,3.002,-7.97,32.859
210,890,demise,0.577,82.439,3.11,-7.821,32.886
210,900,demise,0.73,82.075,3.187,-7.672,32.913
210,910,demise,0.909,81.706,3.256,-7.525,32.939
210,920,demise,1.121,81.348,3.358,-7.384,32.965
210,930,demise,1.358,80.899,3.127,-7.222,32.994
210,940,demise,1.639,80.506,3.145,-7.078,33.02
210,950,demise,1.914,80.168,3.299,-6.95,33.042
210,960,demise,2.249,79.827,3.433,-6.824,33.065
210,970,demise,2.626,79.351,3.259,-6.67,33.093
210,980,demise,3.027,78.998,3.36,-6.546,33.115
210,990,demise,3.488,78.641,3.445,-6.424,33.137
210,1000,impact,4.007,0,0.004,-5.633,33.196
210,1010,impact,4.586,0,0.005,-5.481,33.226
210,1020,impact,5.207,0,0.005,-5.334,33.255
210,1030,impact,5.893,0,0.005,-5.19,33.283
210,1040,impact,6.647,0,0.006,-5.049,33.311
210,1050,impact,7.473,0,0.006,-4.911,33.338
210,1060,impact,8.374,0,0.006,-4.777,33.364
210,1070,impact,9.353,0,0.007,-4.645,33.389
210,1080,impact,10.415,0,0.007,-4.517,33.414
210,1090,impact,11.565,0,0.008,-4.393,33.438
210,1100,impact,12.808,0,0.008,-4.271,33.461
210,1110,impact,14.13,0,0.008,-4.153,33.484
210,1120,impact,15.551,0,0.009,-4.037,33.506
210,1130,impact,17.08,0,0.009,-3.925,33.528
210,1140,impact,18.723,0,0.01,-3.815,33.549
210,1150,impact,20.457,0,0.01,-3.709,33.569
210,1160,impact,22.31,0,0.01,-3.606,33.589
210,1170,impact,24.291,0,0.011,-3.505,33.608
210,1180,impact,26.373,0,0.011,-3.407,33.626
210,1190,impact,28.604,0,0.012,-3.311,33.645
210,1200,impact,30.937,0,0.012,-3.218,33.662
210,1210,impact,33.424,0,0.013,-3.128,33.679
210,1220,impact,36.032,0,0.013,-3.04,33.696
210,1230,impact,38.782,0,0.014,-2.955,33.712
210,1240,impact,41.687,0,0.014,-2.872,33.728
210,1250,impact,44.719,0,0.015,-2.792,33.743
210,1260,impact,47.902,0,0.015,-2.714,33.757
210,1270,impact,51.243,0,0.016,-2.638,33.772
210,1280,impact,54.742,0,0.016,-2.564,33.786
210,1290,impact,58.399,0,0.017,-2.492,33.799
210,1300,impact,62.205,0,0.018,-2.423,33.812
210,1310,impact,66.175,0,0.018,-2.356,33.825
210,1320,impact,70.312,0,0.019,-2.291,33.837
210,1330,impact,74.619,0,0.019,-2.227,33.849
210,1340,impact,79.097,0,0.02,-2.166,33.86
210,1350,impact,83.75,0,0.02,-2.107,33.871
210,1360,impact,88.576,0,0.021,-2.05,33.882
210,1370,impact,93.567,0,0.022,-1.994,33.893
210,1380,impact,98.738,0,0.022,-1.941,33.903
210,1390,impact,104.092,0,0.023,-1.889,33.912
215,800,demise,0.021,85.994,2.743,4.66,35
215,810,demise,0.012,85.672,2.758,4.831,35.031
215,820,demise,0.057,85.34,3.117,5.003,35.061
215,830,demise,0.074,85.001,2.931,5.174,35.092
215,840,demise,0.115,84.663,3.133,5.342,35.121
215,850,demise,0.162,84.309,2.988,5.512,35.152
215,860,demise,0.22,83.956,3.094,5.678,35.181
215,870,demise,0.304,83.613,3.334,5.837,35.209
215,880,demise,0.388,83.222,3.09,6.008,35.24
215,890,demise,0.513,82.863,3.224,6.166,35.268
215,900,demise,0.656,82.509,3.412,6.319,35.295
215,910,demise,0.817,82.087,3.184,6.489,35.326
215,920,demise,1.016,81.712,3.281,6.641,35.353
215,930,demise,1.248,81.358,3.438,6.785,35.379
215,940,demise,1.525,80.872,3.146,6.96,35.41
215,950,demise,1.783,80.54,3.348,7.092,35.434
215,960,demise,2.12,80.206,3.528,7.222,35.457
215,970,demise,2.457,79.739,3.372,7.381,35.486
215,980,demise,2.865,79.394,3.506,7.509,35.509
215,990,demise,3.317,78.907,3.363,7.665,35.537
215,1000,demise,3.81,78.55,3.464,7.79,35.559
215,1010,impact,4.372,0,0.005,8.635,35.63
215,1020,impact,4.999,0,0.005,8.79,35.662
215,1030,impact,5.667,0,0.005,8.94,35.692
215,1040,impact,6.41,0,0.006,9.086,35.721
215,1050,impact,7.227,0,0.006,9.23,35.75
215,1060,impact,8.121,0,0.006,9.37,35.778
215,1070,impact,9.094,0,0.007,9.506,35.805
215,1080,impact,10.149,0,0.007,9.639,35.831
215,1090,impact,11.29,0,0.007,9.768,35.857
215,1100,impact,12.521,0,0.008,9.894,35.882
215,1110,impact,13.847,0,0.008,10.017,35.907
215,1120,impact,15.273,0,0.009,10.136,35.931
215,1130,impact,16.806,0,0.009,10.252,35.954
215,1140,impact,18.452,0,0.01,10.366,35.976
215,1150,impact,20.19,0,0.01,10.475,35.998
215,1160,impact,22.048,0,0.01,10.582,36.019
215,1170,impact,24.037,0,0.011,10.686,36.04
215,1180,impact,26.134,0,0.011,10.787,36.06
215,1190,impact,28.366,0,0.012,10.885,36.079
215,1200,impact,30.729,0,0.012,10.981,36.098
215,1210,impact,33.224,0,0.013,11.074,36.117
215,1220,impact,35.858,0,0.013,11.164,36.135
215,1230,impact,38.64,0,0.014,11.251,36.152
215,1240,impact,41.551,0,0.014,11.336,36.169
215,1250,impact,44.623,0,0.015,11.419,36.185
215,1260,impact,47.846,0,0.015,11.499,36.201
215,1270,impact,51.21,0,0.016,11.576,36.217
215,1280,impact,54.738,0,0.017,11.652,36.232
215,1290,impact,58.43,0,0.017,11.725,36.246
215,1300,impact,62.286,0,0.018,11.795,36.26
215,1310,impact,66.309,0,0.018,11.864,36.274
215,1320,impact,70.494,0,0.019,11.931,36.287
215,1330,impact,74.848,0,0.019,11.995,36.3
215,1340,impact,79.377,0,0.02,12.057,36.313
215,1350,impact,84.083,0,0.02,12.118,36.325
215,1360,impact,88.96,0,0.021,12.176,36.336
215,1370,impact,94.013,0,0.022,12.232,36.347
215,1380,impact,99.247,0,0.022,12.286,36.358
215,1390,impact,104.666,0,0.023,12.339,36.369
220,800,demise,0,86.552,5.515,15.459,36.899
220,810,demise,0.008,86.22,2.784,15.647,36.935
220,820,demise,0.034,85.884,3.191,15.831,36.971
220,830,demise,0.06,85.542,3.13,16.014,37.007
220,840,demise,0.087,85.191,2.973,16.197,37.043
220,850,demise,0.113,84.844,3.212,16.375,37.077
220,860,demise,0.174,84.477,3.101,16.555,37.113
220,870,demise,0.246,84.103,3.023,16.734,37.148
220,880,demise,0.324,83.739,3.196,16.906,37.182
220,890,demise,0.432,83.38,3.443,17.072,37.215
220,900,demise,0.56,82.971,3.239,17.251,37.251
220,910,demise,0.722,82.617,3.484,17.409,37.282
220,920,demise,0.905,82.161,3.196,17.592,37.319
220,930,demise,1.112,81.829,3.508,17.737,37.348
220,940,demise,1.353,81.364,3.28,17.915,37.384
220,950,demise,1.626,81.016,3.476,18.058,37.413
220,960,demise,1.918,80.567,3.368,18.223,37.446
220,970,demise,2.275,80.235,3.574,18.356,37.473
220,980,demise,2.641,79.768,3.454,18.518,37.506
220,990,demise,3.091,79.425,3.609,18.648,37.532
220,1000,demise,3.556,78.938,3.487,18.807,37.565
220,1010,impact,4.103,0,0.004,19.678,37.653
220,1020,impact,4.696,0,0.005,19.839,37.69
220,1030,impact,5.353,0,0.005,19.996,37.726
220,1040,impact,6.09,0,0.005,20.151,37.761
220,1050,impact,6.889,0,0.006,20.3,37.796
220,1060,impact,7.757,0,0.006,20.446,37.829
220,1070,impact,8.71,0,0.007,20.588,37.861
220,1080,impact,9.749,0,0.007,20.726,37.893
220,1090,impact,10.877,0,0.007,20.861,37.924
220,1100,impact,12.096,0,0.008,20.992,37.954
220,1110,impact,13.41,0,0.008,21.12,37.983
220,1120,impact,14.823,0,0.009,21.244,38.012
220,1130,impact,16.34,0,0.009,21.364,38.04
220,1140,impact,17.967,0,0.009,21.481,38.066
220,1150,impact,19.709,0,0.01,21.595,38.093
220,1160,impact,21.574,0,0.01,21.706,38.118
220,1170,impact,23.542,0,0.011,21.813,38.143
220,1180,impact,25.639,0,0.011,21.917,38.167
220,1190,impact,27.88,0,0.012,22.019,38.19
220,1200,impact,30.233,0,0.012,22.117,38.213
220,1210,impact,32.738,0,0.013,22.212,38.235
220,1220,impact,35.373,0,0.013,22.305,38.257
220,1230,impact,38.162,0,0.014,22.395,38.278
220,1240,impact,41.085,0,0.014,22.482,38.298
220,1250,impact,44.175,0,0.015,22.567,38.318
220,1260,impact,47.4,0,0.015,22.649,38.337
220,1270,impact,50.787,0,0.016,22.728,38.355
220,1280,impact,54.341,0,0.016,22.806,38.373
220,1290,impact,58.058,0,0.017,22.88,38.391
220,1300,impact,61.926,0,0.018,22.953,38.408
220,1310,impact,65.966,0,0.018,23.023,38.424
220,1320,impact,70.179,0,0.019,23.091,38.44
220,1330,impact,74.566,0,0.019,23.156,38.455
220,1340,impact,79.128,0,0.02,23.22,38.47
220,1350,impact,83.868,0,0.02,23.281,38.485
220,1360,impact,88.787,0,0.021,23.341,38.499
220,1370,impact,93.887,0,0.022,23.398,38.512
220,1380,impact,99.173,0,0.022,23.454,38.525
220,1390,impact,104.646,0,0.023,23.507,38.538
225,800,demise,0.082,83.863,2.801,-47.287,22.559
225,810,demise,0.12,83.536,2.915,-47.146,22.625
225,820,demise,0.162,83.203,2.963,-47.005,22.69
225,830,demise,0.21,82.866,2.999,-46.865,22.755
225,840,demise,0.295,82.521,2.988,-46.726,22.819
225,850,demise,0.39,82.183,3.094,-46.59,22.88
225,860,demise,0.501,81.833,3.127,-46.454,22.942
225,870,demise,0.629,81.479,3.166,-46.319,23.003
225,880,demise,0.79,81.126,3.2,-46.186,23.063
225,890,demise,0.977,80.767,3.227,-46.054,23.121
225,900,demise,1.192,80.402,3.246,-45.923,23.179
225,910,demise,1.429,79.95,2.952,-45.774,23.245
225,920,demise,1.709,79.562,2.952,-45.642,23.302
225,930,demise,1.988,79.216,3.06,-45.523,23.354
225,940,demise,2.313,78.867,3.152,-45.405,23.405
225,950,demise,2.684,78.514,3.228,-45.288,23.456
225,960,demise,3.101,78.158,3.289,-45.173,23.505
225,970,demise,3.567,77.796,3.338,-45.058,23.554
225,980,impact,4.082,0,0.004,-44.409,23.718
225,990,impact,4.65,0,0.005,-44.268,23.78
225,1000,impact,5.272,0,0.005,-44.13,23.84
225,1010,impact,5.954,0,0.005,-43.996,23.898
225,1020,impact,6.698,0,0.006,-43.864,23.955
225,1030,impact,7.509,0,0.006,-43.735,24.01
225,1040,impact,8.391,0,0.006,-43.61,24.064
225,1050,impact,9.349,0,0.007,-43.487,24.116
225,1060,impact,10.389,0,0.007,-43.367,24.166
225,1070,impact,11.516,0,0.008,-43.249,24.215
225,1080,impact,12.736,0,0.008,-43.134,24.263
225,1090,impact,14.029,0,0.008,-43.023,24.309
225,1100,impact,15.42,0,0.009,-42.914,24.354
225,1110,impact,16.921,0,0.009,-42.807,24.397
225,1120,impact,18.513,0,0.01,-42.703,24.439
225,1130,impact,20.211,0,0.01,-42.602,24.48
225,1140,impact,22.031,0,0.01,-42.503,24.52
225,1150,impact,23.947,0,0.011,-42.407,24.559
225,1160,impact,26.002,0,0.011,-42.313,24.596
225,1170,impact,28.157,0,0.012,-42.222,24.632
225,1180,impact,30.452,0,0.012,-42.132,24.668
225,1190,impact,32.87,0,0.013,-42.046,24.702
225,1200,impact,35.416,0,0.013,-41.961,24.735
225,1210,impact,38.111,0,0.014,-41.879,24.767
225,1220,impact,40.934,0,0.014,-41.799,24.798
225,1230,impact,43.896,0,0.015,-41.721,24.828
225,1240,impact,47.01,0,0.015,-41.645,24.858
225,1250,impact,50.279,0,0.016,-41.571,24.886
225,1260,impact,53.701,0,0.016,-41.499,24.914
225,1270,impact,57.265,0,0.017,-41.429,24.94
225,1280,impact,60.991,0,0.017,-41.361,24.966
225,1290,impact,64.88,0,0.018,-41.296,24.991
225,1300,impact,68.936,0,0.019,-41.232,25.016
225,1310,impact,73.16,0,0.019,-41.169,25.039
225,1320,impact,77.554,0,0.02,-41.109,25.062
225,1330,impact,82.123,0,0.02,-41.051,25.084
225,1340,impact,86.87,0,0.021,-40.994,25.105
225,1350,impact,91.797,0,0.021,-40.939,25.126
225,1360,impact,96.888,0,0.022,-40.886,25.146
225,1370,impact,102.164,0,0.023,-40.834,25.165
225,1380,impact,107.628,0,0.023,-40.784,25.183
225,1390,impact,113.286,0,0.024,-40.736,25.201
230,800,demise,0.078,84.006,2.77,-37.274,26.357
230,810,demise,0.109,83.675,2.789,-37.124,26.405
230,820,demise,0.158,83.342,2.911,-36.976,26.451
230,830,demise,0.21,83.003,2.978,-36.829,26.498
230,840,demise,0.282,82.661,3.041,-36.683,26.543
230,850,demise,0.38,82.32,3.142,-36.54,26.588
230,860,demise,0.491,81.926,2.809,-36.384,26.636
230,870,demise,0.614,81.567,2.874,-36.241,26.68
230,880,demise,0.766,81.21,2.953,-36.102,26.722
230,890,demise,0.945,80.847,3.02,-35.963,26.765
230,900,demise,1.15,80.486,3.094,-35.827,26.806
230,910,demise,1.395,80.109,3.108,-35.69,26.848
230,920,demise,1.672,79.732,3.137,-35.555,26.888
230,930,demise,1.976,79.394,3.266,-35.432,26.925
230,940,demise,2.31,78.927,3.063,-35.282,26.97
230,950,demise,2.671,78.577,3.16,-35.161,27.006
230,960,demise,3.085,78.223,3.242,-35.041,27.041
230,970,demise,3.551,77.864,3.31,-34.923,27.076
230,980,impact,4.071,0,0.004,-34.241,27.179
230,990,impact,4.646,0,0.005,-34.095,27.224
230,1000,impact,5.274,0,0.005,-33.952,27.269
230,1010,impact,5.96,0,0.005,-33.813,27.312
230,1020,impact,6.713,0,0.006,-33.676,27.353
230,1030,impact,7.537,0,0.006,-33.543,27.394
230,1040,impact,8.436,0,0.006,-33.412,27.434
230,1050,impact,9.41,0,0.007,-33.285,27.472
230,1060,impact,10.458,0,0.007,-33.161,27.509
230,1070,impact,11.592,0,0.008,-33.04,27.545
230,1080,impact,12.817,0,0.008,-32.921,27.58
230,1090,impact,14.14,0,0.008,-32.805,27.615
230,1100,impact,15.566,0,0.009,-32.692,27.648
230,1110,impact,17.072,0,0.009,-32.583,27.68
230,1120,impact,18.69,0,0.01,-32.476,27.711
230,1130,impact,20.429,0,0.01,-32.371,27.741
230,1140,impact,22.259,0,0.01,-32.269,27.771
230,1150,impact,24.22,0,0.011,-32.17,27.799
230,1160,impact,26.296,0,0.011,-32.073,27.827
230,1170,impact,28.499,0,0.012,-31.979,27.854
230,1180,impact,30.825,0,0.012,-31.888,27.88
230,1190,impact,33.293,0,0.013,-31.798,27.905
230,1200,impact,35.878,0,0.013,-31.711,27.93
230,1210,impact,38.617,0,0.014,-31.627,27.954
230,1220,impact,41.492,0,0.014,-31.544,27.977
230,1230,impact,44.504,0,0.015,-31.464,28
230,1240,impact,47.674,0,0.015,-31.387,28.021
230,1250,impact,51.001,0,0.016,-31.311,28.042
230,1260,impact,54.477,0,0.016,-31.237,28.063
230,1270,impact,58.105,0,0.017,-31.166,28.083
230,1280,impact,61.897,0,0.018,-31.096,28.102
230,1290,impact,65.855,0,0.018,-31.029,28.121
230,1300,impact,69.982,0,0.019,-30.963,28.139
230,1310,impact,74.279,0,0.019,-30.899,28.156
230,1320,impact,78.75,0,0.02,-30.838,28.173
230,1330,impact,83.397,0,0.02,-30.778,28.19
230,1340,impact,88.223,0,0.021,-30.72,28.206
230,1350,impact,93.231,0,0.022,-30.664,28.221
230,1360,impact,98.425,0,0.022,-30.609,28.236
230,1370,impact,103.797,0,0.023,-30.557,28.25
230,1380,impact,109.348,0,0.023,-30.506,28.264
230,1390,impact,115.093,0,0.024,-30.457,28.277
235,800,demise,0.081,84.078,2.787,-31.307,28.045
235,810,demise,0.115,83.748,3.013,-31.153,28.086
235,820,demise,0.155,83.394,2.688,-30.994,28.128
235,830,demise,0.216,83.057,2.901,-30.843,28.168
235,840,demise,0.281,82.71,2.989,-30.692,28.207
235,850,demise,0.375,82.365,3.103,-30.544,28.246
235,860,demise,0.494,82.012,3.181,-30.396,28.284
235,870,demise,0.619,81.603,2.874,-30.236,28.326
235,880,demise,0.772,81.246,2.981,-30.092,28.362
235,890,demise,0.953,80.884,3.071,-29.95,28.399
235,900,demise,1.169,80.508,3.104,-29.808,28.435
235,910,demise,1.418,80.145,3.194,-29.67,28.47
235,920,demise,1.706,79.774,3.245,-29.534,28.505
235,930,demise,2.003,79.318,3.052,-29.381,28.544
235,940,demise,2.331,78.973,3.18,-29.256,28.575
235,950,demise,2.717,78.626,3.289,-29.132,28.606
235,960,demise,3.153,78.142,3.118,-28.983,28.644
235,970,demise,3.614,77.782,3.2,-28.862,28.674
235,980,impact,4.135,0,0.004,-28.171,28.754
235,990,impact,4.717,0,0.005,-28.023,28.794
235,1000,impact,5.361,0,0.005,-27.877,28.833
235,1010,impact,6.069,0,0.005,-27.734,28.87
235,1020,impact,6.843,0,0.006,-27.595,28.907
235,1030,impact,7.687,0,0.006,-27.459,28.942
